@relation tcTraining

@attribute text string
@attribute class_attr {0,1}

@data
'wind number ms sw barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'meeting tasso and tessa hashtag hashtag tripolis url',0
'clean energy as powerful job creation pool in morocco 🇲🇦 alone theres number k potential vacancies in res hashtag green url',0
'wed love a go on one of those hashtag url',0
'i remember flying out to oulu to give ux training at nokia in number',0
'user user user i have no desire to use the mens toilets except when theres a massive queue for the ladies whats your point',0
'bless all o+&gt; naturelove&amp;caring &lt;number',0
'baana bicycle counter today number same time last week number trend ↑number this year number number last year number number hashtag hashtag hashtag',1
'btw thanks to all the phans who follows me cause i dont even tweet about them',0
'user only number days until you can hashtag hashtag hashtag',0
'actually my situation right now is between digging on you and red light special media',0
'wind number ms ika barometer number hpa vakaa temperature number c rain today number mm humidity number',1
'user thanks d',0
'user no ive not ill check it out was thinking trying ffnumber as well',0
'was that a penalty we can laydown now and the ref most whistle',0
'user thank you *blushes* but its a too hard decision so im staying home another year *takes your hand*',0
'true friendship is when you share your food icecream because the number degrees and snow wasnt url',0
'user awww you dont have to but thank you',0
'hour number number day detox juice diet i am hungry and i am not enlightenyet',0
'astonishing❤❤❤❤good luck cait❤❤❤ user user user user user user user url',0
'im one example but you know i dont express the word cunt too often',0
'like full health game decides that now its a good time to put you to third person and see how you havent quicksaved for a long time',0
'wind number ms barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'♫ tonight is the night ♪ by user url media',1
'wind number ms w barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'does lightning mcqueen have car insurance or health insurance i think my brain is becoming a grownup url',0
'wooooooooooo number mvp mvp mvp the beard is cooking tonight',0
'dont call it a comeback url possibly the most important comeback for all mankind so far hashtag',0
'the all knowing clock hashtag hashtag hashtag cathedral hashtag lund url',0
'report dumoulin to focus on the giro url',0
'♫ dont get captured ♪ by user url media',1
'user good',0
'me aplicaron la de number days of summer llaves',0
'user do you think hey siri would be sufficient if it was moved to a separate speaker as is',0
'user user grats',0
'user *lifts u up and carries u to the bed*',0
'♫ apunk album ♪ by user url media',1
'user because international calls are $number a minute miss u bb',0
'these foolish cant deceive the ipobs and the pple of biafra any more we have moved our ark of chukwu okike abiama media',0
'user messed up biggly',0
'♫ born to die ♪ by user url media',1
'i dont know her media',0
'user wanna be friends',0
'rain in your wedding day who cares 😍☔️ hashtag hashtag onyourweddingday hashtag hashtag url',0
'wind number ms nne barometer number hpa rising temperature number c rain today number mm humidity number',1
'user what has that rotten ref been thinking of all game pl has the worst refs in the whole world utter idiots',0
'📈 shl is trending today on google sverige number + searches url',1
'one party state coming to turkey soon url',0
'number astetta pakkasta welcome to finland with frozen people❄️❄️',0
'gona watch some wizards of waverly place now yup sounds like a plan',0
'i need advice my left ear popped when i landed and i still cant hear a thing number hours later tried everything should i be worried',0
'can you recommend anyone for this hashtag senior director for corporate it url hashtag hashtag url',1
'user user user user user user user user user url',0
'user the number st mention of stefan karlsson appears on your tl now is trending topic in sweden hashtag',0
'user im hobi😊',0
'war of the worlds but i agree with mrquesadai think mx should start taxing all american productsits only fair url',0
'that handbag tho 👀 url',0
'like bet ur ass',0
'♫ we ♪ by user url media',1
'when vilde went to the school nurse i gagged url',0
'⒈ hashtag ⒉ florida ⒊ west ham ⒋ hashtag ⒌ hashtag number number cet hashtag url',1
'the golden shower president url',0
'i have been to that club once and im speechless im so so thankful my cousin didnt go there tonight but sadly his friends brother did 😔',0
'user i hope to add user to your list and yes number will be a great year happy new year 🎊',0
'user user all is begairat',0
'i used to be a cancer because of nasa found another zodiac sign im a gemini this applies to user user user too 😳😜',0
'wind number ms ene barometer number hpa falling very rapidly temperature number c rain today number mm humidity number',1
'wind number ms ne barometer number hpa falling temperature number c rain today number mm humidity number',1
'heartwarmed hashtag url',0
'didnt buy thats just the demo😁😁 url',0
'daily life for civilians in hashtag user under hashtag assisted hashtag airstrikes hashtag media',0
'wind number ms w barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'wind number ms sse barometer number hpa falling rapidly temperature number c rain today number mm humidity number',1
'took me a while to realize this wasnt a fact promoted by a sharing economytaxi ride company user url',0
'everything is possible url',0
'gets caught dancing at work *what are ya on vacation this is work be bitter damn it * me i refuse media',0
'i just dont get people whose humor is based on insulting other people like bitch that all u got',0
'user you win it',0
'user btw not totally the same but your tweet made me think of this url',0
'user user user user user user got into stickies yesterday after all this time',0
'pling media',0
'they hate fan can go and suck jungkook dick🖕🏻 media',0
'im like gonna watch him practice just to see him sweat im a perv shoot me xd url',0
'new years eve was awsome hope number is as well😁',0
